i690,i750,i800,i850,ii690,ii750,ii800,ii850,Ambient,a690,aa690,patient 13-slice4-unhealthy
7289,6666,6043,5385,7562,9818,9555,6760,2781,0.1328,0,
7123,6598,5890,5278,7726,10057,9781,6940,2756,0.1382,0,
6989,6466,5766,5216,7837,10367,10034,7140,2778,0.4766,0,
6796,6303,5666,5087,8056,10609,10378,7331,2774,0.1324,0,
6722,6169,5541,4971,8273,10883,10699,7502,2784,0.0187,0,
6566,6067,5404,4944,8380,11204,10958,7704,2787,0.1412,0,
6425,5945,5347,4931,8638,11486,11273,7939,2805,0.0679,0,
6326,5878,5340,4762,8950,11948,11629,8201,2853,0.1612,0,
6202,5786,5221,4743,9109,12320,12064,8468,2807,0.5764,0,
6147,5698,5129,4653,9443,12670,12398,8727,2885,0.4094,0,
6037,5594,5079,4579,9696,13054,12771,8958,2853,0.0958,0,
5917,5475,5019,4536,9933,13482,13276,9323,2876,0.7167,0,
5845,5462,4962,4500,10293,13922,13704,9682,2865,0.9391,0,
5826,5378,4879,4525,10669,14554,14322,10099,2922,0.0406,0,
5673,5312,4910,4381,10913,14965,14766,10316,2983,0.1892,0,
5623,5263,4794,4403,11192,15492,15335,10734,2931,0.3655,0,
5584,5208,4809,4364,11649,16043,15914,11116,2974,0.6508,0,
5463,5181,4697,4301,11958,16612,16404,11493,3003,0.6875,0,
5404,5136,4686,4298,12430,17284,17113,11917,3017,0.579,0,
5384,5028,4627,4238,12791,17810,17680,12404,3020,0.8096,0,
5257,4982,4616,4232,13280,18555,18447,12894,3077,0.3052,0,
5300,4985,4554,4266,13856,19372,19265,13518,3113,0.0906,0,
5223,4989,4602,4263,14400,20080,20051,14100,3160,1,0,
5226,4888,4543,4203,14782,20682,20765,14501,3162,0.5994,0,
5142,4854,4523,4189,15204,21508,21581,15058,3254,0.4806,0,
5116,4817,4508,4168,15862,22312,22355,15630,3204,0.0065,0,
5102,4872,4488,4178,16359,23296,23239,16284,3265,0.9549,0,
5073,4818,4458,4167,16965,24194,24163,16955,3267,0.5455,0,
5043,4811,4544,4210,17580,25057,25324,17657,3306,0.2409,0,
5034,4791,4454,4149,18166,26022,26457,18345,3356,0.2535,0,
5054,4728,4450,4220,18940,27200,27362,19279,3432,0,0,
5041,4811,4521,4223,19707,28333,28534,20123,3452,0.6755,0,
4970,4766,4518,4268,20416,29397,29692,20965,3467,0.2028,0,
4985,4813,4494,4208,21097,30542,30851,21852,3505,0.1891,0,
4992,4746,4568,4223,22108,31741,32349,22820,3603,0.0514,0,
5015,4741,4482,4307,22715,32930,33425,23630,3558,0.1609,0,
4948,4735,4491,4234,23455,34164,34775,24614,3612,0.7483,0,
4950,4760,4503,4268,24330,35367,36254,25555,3665,0.5005,0,
4913,4756,4510,4274,25296,36693,37570,26512,3682,0.4543,0,
4946,4774,4537,4331,26234,38157,39131,27735,3683,0.1433,0,
4993,4797,4529,4322,27209,39579,40831,28933,3776,0.4367,0,
4928,4770,4543,4349,28276,41205,42299,30068,3802,0.0665,0,
4938,4760,4549,4364,29262,42725,44152,31307,3817,0.4353,0,
4972,4827,4560,4376,30442,44455,45878,32611,3882,0.2331,0,
4922,4791,4587,4370,31368,46027,47695,33916,3856,0.367,0,
4941,4838,4594,4395,32837,47895,49524,35312,3964,0.6104,0,
4983,4846,4651,4457,34007,49821,51432,36902,4016,0.4748,0,
4958,4860,4653,4498,35176,51536,53394,38402,4034,0.1125,0,
4985,4833,4649,4503,36470,53308,55372,39813,4090,0.3236,0,
4984,4857,4677,4532,37772,55175,57561,41281,4113,0.1539,0,
4992,4844,4699,4494,39070,57104,59714,42897,4168,0.3063,0,
5016,4883,4705,4524,40512,59056,62709,44563,4160,0.1772,0,
