ir,ia,iir,iia,,ir-690-r-test,iir-690-r-test,ir-750-c-test,iir-750-c-test,ir-800-l-test,iir-800-l-test,,i-lookup-750c,ii-lookup-750c,i-lookup-800l,ii-lookup-800l,i-lookup-690r,ii-lookup-690r
4.76E-02,1.59E-05,3575,0.76232,,,,,,,,,,,,,,
4.46E-02,1.53E-05,3675,0.7821,,,,,,,,,,,,,,
4.78E-02,1.48E-05,3717,0.85894,,,,,,,,,,,,,,
4.42E-02,1.41E-05,3912,0.79862,,,,,,,,,,,,,,
4.36E-03,1.36E-05,4019,0.8228,,,,,,,,,,,,,,
2.11E-02,1.31E-05,4178,0.80585,,,,,,,,,,,,,,
2.46E-02,1.26E-05,4271,0.84937,,,,,,,,,,,,,,
3.96E-02,1.22E-05,4383,0.88027,,,,,,,,,,,,,,
2.10E-02,1.17E-05,4569,0.85453,,,,,,,,,,,,,,
5.95E-02,1.12E-05,4672,0.90047,,,,,,,,,,,,,,
7.78E-02,1.07E-05,4838,0.90037,,,,,,,,,,,,,,
4.16E-02,1.04E-05,4981,0.92283,,,,,,,,,,,,,,
7.34E-02,9.98E-06,5239,0.86414,,,,,,,,,,,,,,
6.65E-02,9.67E-06,5353,0.91719,,,,,,,,,,,,,,
1.04E-01,9.19E-06,5551,0.91391,,,,,,,,,,,,,,
8.88E-02,8.89E-06,5776,0.89762,,,,,,,,,,,,,,
9.56E-02,8.52E-06,5929,0.93603,,,,,,,,,,,,,,
1.29E-01,8.21E-06,6109,0.96069,,,,,,,,,,,,,,
8.49E-02,7.91E-06,6274,1,,,,,,,,,,,,,,
1.05E-01,7.68E-06,6601,0.94022,,,,,,,,,,,,,,
1.29E-01,7.28E-06,6752,0.99836,,,,,,,,,,,,,,
1.28E-01,7.08E-06,7112,0.93381,,,,,,,,,,,,,,
1.56E-01,6.81E-06,7276,0.9937,,,,,,,,,,,,,,
1.29E-01,6.54E-06,7578,0.97801,,,,,,,,,,,,,,
1.59E-01,6.29E-06,7910,0.95304,,,,,,,,,,,,,,
1.27E-01,5.99E-06,8236,0.93934,,,,,,,,,,,,,,
1.83E-01,5.87E-06,8507,0.96201,,,,,,,,,,,,,,
1.67E-01,5.56E-06,8872,0.9423,,,,,,,,,,,,,,
2.05E-01,5.48E-06,9220,0.93918,,,,,,,,,,,,,,
1.94E-01,5.38E-06,9618,0.9193,,,,,,,,,,,,,,
2.25E-01,5.15E-06,10025,0.90366,,,,,,,,,,,,,,
2.62E-01,5.00E-06,10374,0.9227,,,,,,,,,,,,,,
2.70E-01,4.74E-06,10842,0.89572,,,,,,,,,,,,,,
3.51E-01,4.64E-06,11265,0.89736,,,,,,,,,,,,,,
2.82E-01,4.54E-06,11850,0.83971,,,,,,,,,,,,,,
3.21E-01,4.38E-06,12325,0.83758,,,,,,,,,,,,,,
3.54E-01,4.20E-06,12780,0.85163,,,,,,,,,,,,,,
2.68E-01,4.09E-06,13322,0.8404,,,,,,,,,,,,,,
3.33E-01,4.00E-06,13968,0.80031,,,,,,,,,,,,,,
4.07E-01,3.85E-06,14468,0.82325,,,,,,,,,,,,,,
4.26E-01,3.81E-06,15270,0.74987,,,,,,,,,,,,,,
3.45E-01,3.65E-06,15951,0.7304,,,,,,,,,,,,,,
4.08E-01,3.53E-06,16611,0.7281,,,,,,,,,,,,,,
4.15E-01,3.42E-06,17485,0.66925,,,,,,,,,,,,,,
3.89E-01,3.34E-06,18197,0.67205,,,,,,,,,,,,,,
4.57E-01,3.23E-06,18910,0.68443,,,,,,,,,,,,,,
4.36E-01,3.19E-06,19857,0.64026,,,,,,,,,,,,,,
4.88E-01,3.11E-06,20587,0.66853,,,,,,,,,,,,,,
5.36E-01,2.98E-06,21658,0.61528,,,,,,,,,,,,,,
5.96E-01,2.80E-06,22452,0.64754,,,,,,,,,,,,,,
6.24E-01,2.80E-06,23525,0.61935,,,,,,,,,,,,,,
5.44E-01,2.80E-06,24736,0.61009,,,,,,,,,,,,,,
5.18E-01,2.75E-06,25866,0.61009,,,,,,,,,,,,,,
5.71E-01,2.71E-06,27020,0.61009,,,,,,,,,,,,,,
6.18E-01,2.61E-06,28250,0.61009,,,,,,,,,,,,,,
5.07E-01,2.52E-06,29571,0.61009,,,,,,,,,,,,,,
5.94E-01,2.39E-06,30983,0.61009,,,,,,,,,,,,,,
6.39E-01,2.40E-06,32335,0.61009,,,,,,,,,,,,,,
7.44E-01,2.36E-06,33696,0.61009,,,,,,,,,,,,,,
5.51E-01,2.29E-06,35180,0.61009,,,,,,,,,,,,,,
6.34E-01,2.18E-06,36608,0.61009,,,,,,,,,,,,,,
6.41E-01,2.21E-06,38337,0.61009,,,,,,,,,,,,,,
8.10E-01,2.15E-06,39872,0.61009,,,,,,,,,,,,,,
8.09E-01,2.04E-06,41677,0.61009,,,,,,,,,,,,,,
8.86E-01,2.01E-06,43301,0.61009,,,,,,,,,,,,,,
7.67E-01,1.91E-06,45270,0.61009,,,,,,,,,,,,,,
8.77E-01,1.93E-06,47151,0.61009,,,,,,,,,,,,,,
8.32E-01,2.05E-06,49257,0.61009,,,,,,,,,,,,,,
8.41E-01,1.89E-06,51346,0.61009,,,,,,,,,,,,,,
8.84E-01,1.85E-06,53304,0.61009,,,,,,,,,,,,,,
9.16E-01,1.85E-06,55210,0.61009,,,,,,,,,,,,,,
8.74E-01,1.73E-06,57310,0.61009,,,,,,,,,,,,,,
1.00E+00,1.75E-06,59414,0.61009,,,,,,,,,,,,,,
9.75E-01,1.58E-06,62147,0.61009,,,,,,,,,,,,,,
6.11E+04,0.66355,568,0.1187,,,,,,,,,,,,,,
5.89E+04,0.66355,603,0,,,,,,,,,,,,,,
5.69E+04,0.66355,564,0.35611,,,,,,,,,,,,,,
5.48E+04,0.66355,629,0.049147,,,,,,,,,,,,,,
5.27E+04,0.66355,593,0.38142,,,,,,,,,,,,,,
5.08E+04,0.66355,650,0.13659,,,,,,,,,,,,,,
4.89E+04,0.66355,623,0.41156,,,,,,,,,,,,,,
47171,0.66355,663,0.27907,,,,,,,,,,,,,,
45331,0.66355,628,0.61024,,,,,,,,,,,,,,
43733,0.66355,694,0.32435,,,,,,,,,,,,,,
42060,0.66355,708,0.35949,,,,,,,,,,,,,,
40388,0.66355,755,0.21655,,,,,,,,,,,,,,
38749,0.66355,679,0.77259,,,,,,,,,,,,,,
37343,0.66355,733,0.57511,,,,,,,,,,,,,,
36038,0.66355,799,0.3381,,,,,,,,,,,,,,
34482,0.66355,795,0.48076,,,,,,,,,,,,,,
33188,0.66355,788,0.64373,,,,,,,,,,,,,,
32029,0.66355,810,0.65316,,,,,,,,,,,,,,
30787,0.66355,841,0.61947,,,,,,,,,,,,,,
29685,0.66355,861,0.64714,,,,,,,,,,,,,,
28691,0.66355,880,0.68301,,,,,,,,,,,,,,
27544,0.66355,936,0.54288,,,,,,,,,,,,,,
26436,0.66355,920,0.75401,,,,,,,,,,,,,,
25507,0.66355,935,0.81855,,,,,,,,,,,,,,
24521,0.66355,997,0.66457,,,,,,,,,,,,,,
23662,0.66355,1000,0.79042,,,,,,,,,,,,,,
22782,0.66355,1027,0.80905,,,,,,,,,,,,,,
21872,0.66355,1065,0.78286,,,,,,,,,,,,,,
21154,0.66355,1124,0.67407,,,,,,,,,,,,,,
20293,0.66355,1133,0.78177,,,,,,,,,,,,,,
19470,0.66355,1117,1,,,,,,,,,,,,,,
18808,0.66355,1195,0.82395,,,,,,,,,,,,,,
18127,0.62861,1229,0.83929,,,,,,,,,,,,,,
1.74E+04,0.63685,1243,0.938,,,,,,,,,,,,,,
1.68E+04,0.58111,1310,0.83369,,,,,,,,,,,,,,
1.61E+04,0.61633,1339,0.88165,,,,,,,,,,,,,,
1.57E+04,0.53876,1382,0.8818,,,,,,,,,,,,,,
1.50E+04,0.56777,1450,0.79899,,,,,,,,,,,,,,
1.48E+04,0.66355,1501,0.78432,,,,,,,,,,,,,,
1.39E+04,0.58121,1519,0.88672,,,,,,,,,,,,,,
1.34E+04,0.55968,1544,0.96889,,,,,,,,,,,,,,
1.28E+04,0.59235,1638,0.82744,,,,,,,,,,,,,,
1.23E+04,0.61679,1663,0.91742,,,,,,,,,,,,,,
1.19E+04,0.58519,1757,0.79663,,,,,,,,,,,,,,
1.14E+04,0.5932,1780,0.90029,,,,,,,,,,,,,,
1.11E+04,0.56208,1926,0.65041,,,,,,,,,,,,,,
1.06E+04,0.57452,1910,0.87112,,,,,,,,,,,,,,
1.02E+04,0.63143,1994,0.81408,,,,,,,,,,,,,,
9.85E+03,0.58835,2048,0.8474,,,,,,,,,,,,,,
9.51E+03,0.57966,2240,0.53244,,,,,,,,,,,,,,
9.25E+03,0.52469,2288,0.59509,,,,,,,,,,,,,,
8.82E+03,0.59208,2294,0.7649,,,,,,,,,,,,,,
8.48E+03,0.60693,2399,0.69815,,,,,,,,,,,,,,
8.17E+03,0.61431,2461,0.74177,,,,,,,,,,,,,,
7.93E+03,0.57698,2524,0.78838,,,,,,,,,,,,,,
7.54E+03,0.6613,2631,0.74094,,,,,,,,,,,,,,
7.37E+03,0.5919,2794,0.58404,,,,,,,,,,,,,,
7.05E+03,0.63479,2852,0.66019,,,,,,,,,,,,,,
6.80E+03,0.643,2983,0.59255,,,,,,,,,,,,,,
6.58E+03,0.63091,3114,0.5363,,,,,,,,,,,,,,
6.31E+03,0.66269,3212,0.55262,,,,,,,,,,,,,,
6.11E+03,0.64939,3318,0.56096,,,,,,,,,,,,,,
5.90E+03,0.64767,3432,0.56213,,,,,,,,,,,,,,
5.71E+03,0.63554,3592,0.4906,,,,,,,,,,,,,,
5.45E+03,0.70176,3652,0.60138,,,,,,,,,,,,,,
5.29E+03,0.67326,3819,0.53577,,,,,,,,,,,,,,
5.00E+03,0.79203,3970,0.50807,,,,,,,,,,,,,,
4.89E+03,0.72495,4176,0.40457,,,,,,,,,,,,,,
4.62E+03,0.83753,4220,0.56186,,,,,,,,,,,,,,
4.49E+03,0.80975,4432,0.46863,,,,,,,,,,,,,,
4359,0.7887,4544,0.53528,,,,,,,,,,,,,,
4207,0.79596,4714,0.52483,,,,,,,,,,,,,,
3996,0.88341,4862,0.55496,,,,,,,,,,,,,,
3891,0.84695,5094,0.47838,,,,,,,,,,,,,,
3696,0.9337,5215,0.56265,,,,,,,,,,,,,,
3615,0.87663,5417,0.54737,,,,,,,,,,,,,,
3492,0.88144,5680,0.46594,,,,,,,,,,,,,,
3343,0.92987,5881,0.47485,,,,,,,,,,,,,,
3261,0.88862,6060,0.52006,,,,,,,,,,,,,,
3090,0.98585,6252,0.55873,,,,,,,,,,,,,,
3081,0.84319,6531,0.50654,,,,,,,,,,,,,,
2882,1,6712,0.57765,,,,,,,,,,,,,,
2834,0.9242,6958,0.58566,,,,,,,,,,,,,,
2738,0.93107,7291,0.5121,,,,,,,,,,,,,,
2677,0.88429,7544,0.53703,,,,,,,,,,,,,,
2569,0.92243,7767,0.60357,,,,,,,,,,,,,,
2489,0.9179,8008,0.66203,,,,,,,,,,,,,,
2482,0.78716,8401,0.58209,,,,,,,,,,,,,,
2333,0.91671,8750,0.56129,,,,,,,,,,,,,,
2316,0.80827,9090,0.5631,,,,,,,,,,,,,,
2209,0.87365,9407,0.59906,,,,,,,,,,,,,,
2.16E+03,0.83252,9763,0.61325,,,,,,,,,,,,,,
2.13E+03,0.75315,10208,0.58746,,,,,,,,,,,,,,
2.00E+03,0.88588,10501,0.58746,,,,,,,,,,,,,,
1.98E+03,0.79318,10796,0.58746,,,,,,,,,,,,,,
1.93E+03,0.77481,11234,0.58746,,,,,,,,,,,,,,
1.87E+03,0.78194,11613,0.58746,,,,,,,,,,,,,,
1.86E+03,0.66428,12056,0.58746,,,,,,,,,,,,,,
1.78E+03,0.71541,12601,0.58746,,,,,,,,,,,,,,
1718,0.73717,12938,0.58746,,,,,,,,,,,,,,
1711,0.63141,13439,0.58746,,,,,,,,,,,,,,
1649,0.65525,13894,0.58746,,,,,,,,,,,,,,
1602,0.64826,14407,0.58746,,,,,,,,,,,,,,
1578,0.58897,14971,0.58746,,,,,,,,,,,,,,
1539,0.56852,15573,0.58746,,,,,,,,,,,,,,
1494,0.56609,16122,0.58746,,,,,,,,,,,,,,
1473,0.50645,16699,0.58746,,,,,,,,,,,,,,
1485,0.36721,17448,0.58746,,,,,,,,,,,,,,
1399,0.47557,17971,0.58746,,,,,,,,,,,,,,
1352,0.49122,18656,0.58746,,,,,,,,,,,,,,
1317,0.47842,19356,0.58746,,,,,,,,,,,,,,
1353,0.27847,20145,0.58746,,,,,,,,,,,,,,
1277,0.37815,20904,0.58746,,,,,,,,,,,,,,
1223,0.42646,21666,0.58746,,,,,,,,,,,,,,
1208,0.36745,22439,0.58746,,,,,,,,,,,,,,
1229,0.20937,23323,0.58746,,,,,,,,,,,,,,
1165,0.29249,24204,0.58746,,,,,,,,,,,,,,
1154,0.22742,25039,0.58746,,,,,,,,,,,,,,
1109,0.2642,25984,0.58746,,,,,,,,,,,,,,
1103,0.18744,26993,0.58746,,,,,,,,,,,,,,
1083,0.15423,28033,0.58746,,,,,,,,,,,,,,
1069,0.10477,29073,0.58746,,,,,,,,,,,,,,
1042,0.096422,30255,0.58746,,,,,,,,,,,,,,
999,0.14098,31416,0.58746,,,,,,,,,,,,,,
1011,0.014977,32442,0.58746,,,,,,,,,,,,,,
972,0.050789,33586,0.58746,,,,,,,,,,,,,,
961,0,34941,0.58746,,,,,,,,,,,,,,
892,0.14438,35945,0.58746,,,,,,,,,,,,,,
59069,0.74396,525,1,,,,,,,,,,,,,,
56784,0.74396,600,0.64816,,,,,,,,,,,,,,
54785,0.74396,598,0.75167,,,,,,,,,,,,,,
52718,0.74396,652,0.55678,,,,,,,,,,,,,,
50666,0.74396,655,0.63395,,,,,,,,,,,,,,
48631,0.74396,652,0.74416,,,,,,,,,,,,,,
46690,0.74396,700,0.59824,,,,,,,,,,,,,,
44845,0.74396,691,0.73851,,,,,,,,,,,,,,
42932,0.74396,730,0.64656,,,,,,,,,,,,,,
41194,0.74396,767,0.57321,,,,,,,,,,,,,,
39608,0.74396,761,0.69866,,,,,,,,,,,,,,
37923,0.74396,780,0.71202,,,,,,,,,,,,,,
36273,0.74396,790,0.76839,,,,,,,,,,,,,,
34810,0.74396,845,0.63029,,,,,,,,,,,,,,
33390,0.74396,887,0.55898,,,,,,,,,,,,,,
31942,0.74396,926,0.50692,,,,,,,,,,,,,,
30779,0.74396,938,0.56286,,,,,,,,,,,,,,
29428,0.74396,956,0.59777,,,,,,,,,,,,,,
28226,0.74396,1066,0.30771,,,,,,,,,,,,,,
26993,0.74396,1032,0.52806,,,,,,,,,,,,,,
26016,0.74396,1029,0.64583,,,,,,,,,,,,,,
24825,0.75602,1110,0.47139,,,,,,,,,,,,,,
23776,0.75525,1138,0.48593,,,,,,,,,,,,,,
22821,0.74545,1129,0.62554,,,,,,,,,,,,,,
21844,0.75008,1256,0.33259,,,,,,,,,,,,,,
20896,0.75863,1265,0.4143,,,,,,,,,,,,,,
20123,0.73776,1327,0.34259,,,,,,,,,,,,,,
19160,0.76948,1330,0.44516,,,,,,,,,,,,,,
18516,0.73573,1373,0.43513,,,,,,,,,,,,,,
17713,0.74821,1470,0.28369,,,,,,,,,,,,,,
16851,0.78538,1544,0.20616,,,,,,,,,,,,,,
16149,0.79135,1567,0.26166,,,,,,,,,,,,,,
15383,0.82366,1574,0.3597,,,,,,,,,,,,,,
14780,0.82019,1672,0.23658,,,,,,,,,,,,,,
14239,0.80662,1764,0.1404,,,,,,,,,,,,,,
13605,0.82785,1790,0.19883,,,,,,,,,,,,,,
13058,0.83128,1832,0.22418,,,,,,,,,,,,,,
12521,0.83928,1852,0.30101,,,,,,,,,,,,,,
12254,0.76788,2054,0,,,,,,,,,,,,,,
11365,0.90737,1999,0.23187,,,,,,,,,,,,,,
10969,0.89133,2070,0.21096,,,,,,,,,,,,,,
10500,0.90785,2187,0.10608,,,,,,,,,,,,,,
10025,0.93458,2202,0.20333,,,,,,,,,,,,,,
9692,0.91456,2279,0.18525,,,,,,,,,,,,,,
9253,0.94222,2365,0.15586,,,,,,,,,,,,,,
8851,0.96289,2412,0.20182,,,,,,,,,,,,,,
8593,0.92992,2500,0.17821,,,,,,,,,,,,,,
8184,0.96713,2629,0.091068,,,,,,,,,,,,,,
7895,0.95864,2667,0.16247,,,,,,,,,,,,,,
7556,0.97885,2766,0.13668,,,,,,,,,,,,,,
7230,1,2891,0.076104,,,,,,,,,,,,,,
6989,0.98604,2952,0.12094,,,,,,,,,,,,,,
6748,0.97701,3009,0.17542,,,,,,,,,,,,,,
6494,0.97977,3140,0.12223,,,,,,,,,,,,,,
6262,0.97634,3232,0.13303,,,,,,,,,,,,,,
6068,0.9573,3347,0.11585,,,,,,,,,,,,,,
5863,0.94862,3444,0.12941,,,,,,,,,,,,,,
5608,0.97322,3536,0.15447,,,,,,,,,,,,,,
5399,0.97705,3629,0.18264,,,,,,,,,,,,,,
5194,0.98357,3718,0.22061,,,,,,,,,,,,,,
5044,0.96089,3872,0.17835,,,,,,,,,,,,,,
4885,0.94758,4012,0.16149,,,,,,,,,,,,,,
4718,0.94342,4162,0.13898,,,,,,,,,,,,,,
4609,0.9052,4287,0.15307,,,,,,,,,,,,,,
4442,0.9087,4359,0.23529,,,,,,,,,,,,,,
4321,0.88502,4537,0.1974,,,,,,,,,,,,,,
4124,0.91805,4689,0.19697,,,,,,,,,,,,,,
4005,0.90027,4765,0.28789,,,,,,,,,,,,,,
3859,0.90583,4891,0.32734,,,,,,,,,,,,,,
3746,0.89049,5082,0.30107,,,,,,,,,,,,,,
3649,0.86599,5263,0.29354,,,,,,,,,,,,,,
3553,0.84353,5507,0.22885,,,,,,,,,,,,,,
3392,0.87622,5576,0.35019,,,,,,,,,,,,,,
3355,0.81189,5744,0.37625,,,,,,,,,,,,,,
3211,0.838,5962,0.35957,,,,,,,,,,,,,,
3148,0.79963,6049,0.36601,,,,,,,,,,,,,,
3055,0.78922,6382,0.36601,,,,,,,,,,,,,,
3008,0.74155,6545,0.36601,,,,,,,,,,,,,,
2890,0.75833,6725,0.36601,,,,,,,,,,,,,,
2810,0.74454,6951,0.36601,,,,,,,,,,,,,,
2732,0.73148,7138,0.36601,,,,,,,,,,,,,,
2639,0.73517,7445,0.36601,,,,,,,,,,,,,,
2611,0.67966,7611,0.36601,,,,,,,,,,,,,,
2585,0.62417,7869,0.36601,,,,,,,,,,,,,,
2498,0.62837,8168,0.36601,,,,,,,,,,,,,,
2377,0.6697,8345,0.36601,,,,,,,,,,,,,,
2336,0.63393,8669,0.36601,,,,,,,,,,,,,,
2290,0.60498,8952,0.36601,,,,,,,,,,,,,,
2235,0.58708,9320,0.36601,,,,,,,,,,,,,,
2162,0.59015,9658,0.36601,,,,,,,,,,,,,,
2148,0.53272,9922,0.36601,,,,,,,,,,,,,,
2080,0.53424,10247,0.36601,,,,,,,,,,,,,,
2047,0.50002,10610,0.36601,,,,,,,,,,,,,,
1983,0.50127,10957,0.36601,,,,,,,,,,,,,,
1943,0.47792,11329,0.36601,,,,,,,,,,,,,,
1906,0.45274,11684,0.36601,,,,,,,,,,,,,,
1841,0.46113,12126,0.36601,,,,,,,,,,,,,,
1823,0.4171,12723,0.36601,,,,,,,,,,,,,,
1813,0.36529,13166,0.36601,,,,,,,,,,,,,,
1707,0.42727,13520,0.36601,,,,,,,,,,,,,,
1696,0.37837,13968,0.36601,,,,,,,,,,,,,,
1655,0.36704,14390,0.36601,,,,,,,,,,,,,,
1648,0.31569,14916,0.36601,,,,,,,,,,,,,,
1624,0.28614,15524,0.36601,,,,,,,,,,,,,,
1540,0.33238,16026,0.36601,,,,,,,,,,,,,,
1499,0.32732,16631,0.36601,,,,,,,,,,,,,,
1507,0.26035,17304,0.36601,,,,,,,,,,,,,,
1478,0.24192,17878,0.36601,,,,,,,,,,,,,,
1435,0.24288,18492,0.36601,,,,,,,,,,,,,,
1404,0.22965,19235,0.36601,,,,,,,,,,,,,,
1400,0.18188,20001,0.36601,,,,,,,,,,,,,,
1361,0.18133,20608,0.36601,,,,,,,,,,,,,,
1332,0.1688,21397,0.36601,,,,,,,,,,,,,,
1290,0.17538,22080,0.36601,,,,,,,,,,,,,,
1256,0.17253,22886,0.36601,,,,,,,,,,,,,,
1206,0.19446,23822,0.36601,,,,,,,,,,,,,,
1191,0.16681,24667,0.36601,,,,,,,,,,,,,,
1158,0.16686,25480,0.36601,,,,,,,,,,,,,,
1226,0.021856,26500,0.36601,,,,,,,,,,,,,,
1137,0.10261,27506,0.36601,,,,,,,,,,,,,,
1099,0.11336,28347,0.36601,,,,,,,,,,,,,,
1085,0.088635,29444,0.36601,,,,,,,,,,,,,,
1076,0.057058,30594,0.36601,,,,,,,,,,,,,,
1047,0.057188,31725,0.36601,,,,,,,,,,,,,,
1037,0.028678,32857,0.36601,,,,,,,,,,,,,,
1015,0.019759,34023,0.36601,,,,,,,,,,,,,,
964,0.059195,35235,0.36601,,,,,,,,,,,,,,
974,0,36562,0.36601,,,,,,,,,,,,,,
61143,0.063468,568,0.047806,,,,,,,,,,,,,,
58891,0.063468,603,0.026642,,,,,,,,,,,,,,
56875,0.063468,564,0,,,,,,,,,,,,,,
54792,0.063468,629,0.16069,,,,,,,,,,,,,,
52676,0.063468,593,0.18233,,,,,,,,,,,,,,
50812,0.063468,650,0.11122,,,,,,,,,,,,,,
48907,0.063468,623,0.16481,,,,,,,,,,,,,,
47171,0.063468,663,0.062311,,,,,,,,,,,,,,
45331,0.063468,628,0.24444,,,,,,,,,,,,,,
43733,0.063468,694,0.045428,,,,,,,,,,,,,,
42060,0.063468,708,0.15588,,,,,,,,,,,,,,
40388,0.063468,755,0.13112,,,,,,,,,,,,,,
38749,0.063468,679,0.15,,,,,,,,,,,,,,
37343,0.063468,733,0.18423,,,,,,,,,,,,,,
36038,0.063468,799,0.14376,,,,,,,,,,,,,,
34482,0.063468,795,0.24597,,,,,,,,,,,,,,
33188,0.063468,788,0.18661,,,,,,,,,,,,,,
32029,0.063468,810,0.23373,,,,,,,,,,,,,,
30787,0.063468,841,0.2412,,,,,,,,,,,,,,
29685,0.063468,861,0.22576,,,,,,,,,,,,,,
28691,0.063468,880,0.25573,,,,,,,,,,,,,,
27544,0.063468,936,0.28316,,,,,,,,,,,,,,
26436,0.063468,920,0.24504,,,,,,,,,,,,,,
25507,0.063468,935,0.35096,,,,,,,,,,,,,,
24521,0.063468,997,0.2924,,,,,,,,,,,,,,
23662,0.063468,1000,0.28645,,,,,,,,,,,,,,
22782,0.063468,1027,0.28832,,,,,,,,,,,,,,
21872,0.063468,1065,0.32981,,,,,,,,,,,,,,
21154,0.063468,1124,0.28583,,,,,,,,,,,,,,
20293,0.063468,1133,0.2481,,,,,,,,,,,,,,
19470,0.063468,1117,0.35287,,,,,,,,,,,,,,
18808,0.063468,1195,0.35047,,,,,,,,,,,,,,
18127,0.063468,1229,0.38858,,,,,,,,,,,,,,
17396,0.063468,1243,0.44268,,,,,,,,,,,,,,
16843,0.063468,1310,0.39744,,,,,,,,,,,,,,
16112,0.063468,1339,0.43277,,,,,,,,,,,,,,
15658,0.063468,1382,0.40823,,,,,,,,,,,,,,
14997,0.063468,1450,0.41858,,,,,,,,,,,,,,
14782,0.063468,1501,0.39788,,,,,,,,,,,,,,
13851,0.063468,1519,0.46318,,,,,,,,,,,,,,
13370,0.063468,1544,0.44666,,,,,,,,,,,,,,
12806,0.063468,1638,0.51411,,,,,,,,,,,,,,
12282,0.063468,1663,0.51699,,,,,,,,,,,,,,
11881,0.063468,1757,0.53689,,,,,,,,,,,,,,
11427,0.063468,1780,0.56962,,,,,,,,,,,,,,
11059,0.063468,1926,0.53444,,,,,,,,,,,,,,
10633,0.063468,1910,0.57111,,,,,,,,,,,,,,
10153,0.063468,1994,0.62385,,,,,,,,,,,,,,
9851,0.063468,2048,0.61516,,,,,,,,,,,,,,
9508,0.063468,2240,0.622,,,,,,,,,,,,,,
9249,0.063468,2288,0.63205,,,,,,,,,,,,,,
8819,0.063468,2294,0.6251,,,,,,,,,,,,,,
8483,0.063468,2399,0.67827,,,,,,,,,,,,,,
8171,0.063468,2461,0.6048,,,,,,,,,,,,,,
7932,0.063468,2524,0.71834,,,,,,,,,,,,,,
7542,0.063468,2631,0.67329,,,,,,,,,,,,,,
7365,0.063468,2794,0.72057,,,,,,,,,,,,,,
7054,0.063468,2852,0.68087,,,,,,,,,,,,,,
6798,0.063468,2983,0.71251,,,,,,,,,,,,,,
6576,0.063468,3114,0.67963,,,,,,,,,,,,,,
6312,0.063468,3212,0.72766,,,,,,,,,,,,,,
6109,0.063468,3318,0.70507,,,,,,,,,,,,,,
5901,0.046654,3432,0.74949,,,,,,,,,,,,,,
5712,0.089867,3592,0.78052,,,,,,,,,,,,,,
5449,0.091184,3652,0.81827,,,,,,,,,,,,,,
5292,0.076231,3819,0.78944,,,,,,,,,,,,,,
4998,0.052305,3970,0.80698,,,,,,,,,,,,,,
4891,0.063256,4176,0.839,,,,,,,,,,,,,,
4624,0.078319,4220,0.86512,,,,,,,,,,,,,,
4492,0.049506,4432,0.83941,,,,,,,,,,,,,,
4359,0.067276,4544,0.87534,,,,,,,,,,,,,,
4207,0.060031,4714,0.88642,,,,,,,,,,,,,,
3996,0.054062,4862,0.89472,,,,,,,,,,,,,,
3891,0.037012,5094,0.89837,,,,,,,,,,,,,,
3696,0.038412,5215,0.92189,,,,,,,,,,,,,,
3615,0.022307,5417,0.92775,,,,,,,,,,,,,,
3492,0.09371,5680,0.94665,,,,,,,,,,,,,,
3343,0.074048,5881,0.90915,,,,,,,,,,,,,,
3261,0.058692,6060,0.9346,,,,,,,,,,,,,,
3090,0.080584,6252,0.95377,,,,,,,,,,,,,,
3081,0.042259,6531,0.96781,,,,,,,,,,,,,,
2882,0.059757,6712,0.95557,,,,,,,,,,,,,,
2834,0.11814,6958,0.97825,,,,,,,,,,,,,,
2738,0.11686,7291,0.9695,,,,,,,,,,,,,,
2677,0.06027,7544,0.96003,,,,,,,,,,,,,,
2569,0.16109,7767,0.99731,,,,,,,,,,,,,,
2489,0.17985,8008,0.97396,,,,,,,,,,,,,,
2482,0.15094,8401,1,,,,,,,,,,,,,,
2333,0.12641,8750,0.96004,,,,,,,,,,,,,,
2316,0,9090,0.91446,,,,,,,,,,,,,,
2209,0.20199,9407,0.9868,,,,,,,,,,,,,,
2160,0.15255,9763,0.95845,,,,,,,,,,,,,,
2132,0.2497,10208,0.93258,,,,,,,,,,,,,,
2001,0.21777,10501,0.95611,,,,,,,,,,,,,,
1982,0.20782,10796,0.95113,,,,,,,,,,,,,,
1929,0.22837,11234,0.95203,,,,,,,,,,,,,,
1866,0.25487,11613,0.9351,,,,,,,,,,,,,,
1862,0.26206,12056,0.92053,,,,,,,,,,,,,,
1782,0.18706,12601,0.86258,,,,,,,,,,,,,,
1718,0.37123,12938,0.8999,,,,,,,,,,,,,,
1711,0.26683,13439,0.90632,,,,,,,,,,,,,,
1649,0.32038,13894,0.91401,,,,,,,,,,,,,,
1602,0.37951,14407,0.90671,,,,,,,,,,,,,,
1578,0.35895,14971,0.89166,,,,,,,,,,,,,,
1539,0.46024,15573,0.88704,,,,,,,,,,,,,,
1494,0.41758,16122,0.8975,,,,,,,,,,,,,,
1473,0.35844,16699,0.86288,,,,,,,,,,,,,,
1485,0.54261,17448,0.83477,,,,,,,,,,,,,,
1399,0.51678,17971,0.85569,,,,,,,,,,,,,,
1352,0.43016,18656,0.86701,,,,,,,,,,,,,,
1317,0.54722,19356,0.82919,,,,,,,,,,,,,,
1353,0.39609,20145,0.86469,,,,,,,,,,,,,,
1277,0.46163,20904,0.88866,,,,,,,,,,,,,,
1223,0.42441,21666,0.88746,,,,,,,,,,,,,,
