ir,ia,iir,iia,i-lookup-690r,ii-lookup-690r,ir-690-r-test,iir-690-r-test,ir-750-c-test,iir-750-c-test,ir-800-l-test,iir-800-l-test,,iknee-a-690-test,iiknee-a-690-test,iknee-n-690-test,iiknee-n-690-test,,iknee-a-750-test,iiknee-a-750-test,iknee-n-750-test,iiknee-n-750-test,,iknee-a-690-lookup,iiknee-a-690-lookup
2.11E+03,0.65285,1.77E+03,0.41896,,,,,,,,,,,,,,,,,,,,,
2.03E+03,0.67936,1.82E+03,0.41985,,,,,,,,,,,,,,,,,,,,,
1.95E+03,0.71353,1.87E+03,0.43312,,,,,,,,,,,,,,,,,,,,,
1.88E+03,0.72647,1.92E+03,0.44011,,,,,,,,,,,,,,,,,,,,,
1.88E+03,0.61821,1.97E+03,0.45764,,,,,,,,,,,,,,,,,,,,,
1.79E+03,0.67693,1.98E+03,0.52665,,,,,,,,,,,,,,,,,,,,,
1.75E+03,0.65662,2.10E+03,0.44727,,,,,,,,,,,,,,,,,,,,,
1.71E+03,0.61657,2.14E+03,0.47539,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.63569,2.16E+03,0.54436,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.54589,2.23E+03,0.53366,,,,,,,,,,,,,,,,,,,,,
1.63E+03,0.48154,2.33E+03,0.49564,,,,,,,,,,,,,,,,,,,,,
1.56E+03,0.51511,2.34E+03,0.57757,,,,,,,,,,,,,,,,,,,,,
1.49E+03,0.58148,2.39E+03,0.60354,,,,,,,,,,,,,,,,,,,,,
1.47E+03,0.5117,2.49E+03,0.58132,,,,,,,,,,,,,,,,,,,,,
1.44E+03,0.48958,2.58E+03,0.56343,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.58456,2.58E+03,0.66194,,,,,,,,,,,,,,,,,,,,,
1.38E+03,0.43622,2.65E+03,0.67875,,,,,,,,,,,,,,,,,,,,,
1.32E+03,0.4745,2.76E+03,0.64534,,,,,,,,,,,,,,,,,,,,,
1.37E+03,0.27645,2.87E+03,0.62914,,,,,,,,,,,,,,,,,,,,,
1.33E+03,0.27367,2.91E+03,0.68426,,,,,,,,,,,,,,,,,,,,,
1.25E+03,0.36924,2.99E+03,0.70631,,,,,,,,,,,,,,,,,,,,,
1.26E+03,0.24978,3.11E+03,0.6833,,,,,,,,,,,,,,,,,,,,,
1.26E+03,0.17686,3.14E+03,0.75161,,,,,,,,,,,,,,,,,,,,,
1.20E+03,0.22046,3.24E+03,0.75575,,,,,,,,,,,,,,,,,,,,,
1.18E+03,0.19264,3.32E+03,0.78948,,,,,,,,,,,,,,,,,,,,,
1.15E+03,0.18712,3.47E+03,0.75364,,,,,,,,,,,,,,,,,,,,,
1.09E+03,0.25612,3.58E+03,0.76232,,,,,,,,,,,,,,,,,,,,,
1.07E+03,0.2186,3.68E+03,0.7821,,,,,,,,,,,,,,,,,,,,,
1.05E+03,0.2158,3.72E+03,0.85894,,,,,,,,,,,,,,,,,,,,,
1.02E+03,0.2013,3.91E+03,0.79862,,,,,,,,,,,,,,,,,,,,,
1.04E+03,0.07432,4.02E+03,0.8228,,,,,,,,,,,,,,,,,,,,,
1.00E+03,0.089787,4.18E+03,0.80585,,,,,,,,,,,,,,,,,,,,,
9.40E+02,0.19676,4.27E+03,0.84937,,,,,,,,,,,,,,,,,,,,,
9.64E+02,0.048887,4.38E+03,0.88027,,,,,,,,,,,,,,,,,,,,,
9.08E+02,0.13789,4.57E+03,0.85453,,,,,,,,,,,,,,,,,,,,,
8.85E+02,0.13233,4.67E+03,0.90047,,,,,,,,,,,,,,,,,,,,,
9.04E+02,0,4.84E+03,0.90037,,,,,,,,,,,,,,,,,,,,,
8.18E+02,0.1966,4.98E+03,0.92283,,,,,,,,,,,,,,,,,,,,,
8.09E+02,0.15172,5.24E+03,0.86414,,,,,,,,,,,,,,,,,,,,,
8.16E+02,0.05541,5.35E+03,0.91719,,,,,,,,,,,,,,,,,,,,,
22490,0.1707,5.55E+03,0.91391,,,,,,,,,,,,,,,,,,,,,
21720,0.14979,5.78E+03,0.89762,,,,,,,,,,,,,,,,,,,,,
20896,0.15627,5.93E+03,0.93603,,,,,,,,,,,,,,,,,,,,,
20177,0.14049,6.11E+03,0.96069,,,,,,,,,,,,,,,,,,,,,
19433,0.14295,6.27E+03,1,,,,,,,,,,,,,,,,,,,,,
18631,0.17562,6.60E+03,0.94022,,,,,,,,,,,,,,,,,,,,,
18151,0.10937,6.75E+03,0.99836,,,,,,,,,,,,,,,,,,,,,
17497,0.11104,7.11E+03,0.93381,,,,,,,,,,,,,,,,,,,,,
16988,0.070961,7.28E+03,0.9937,,,,,,,,,,,,,,,,,,,,,
16424,0.058369,7.58E+03,0.97801,,,,,,,,,,,,,,,,,,,,,
1.60E+04,0,7.91E+03,0.95304,,,,,,,,,,,,,,,,,,,,,
1.51E+04,0.13159,8.24E+03,0.93934,,,,,,,,,,,,,,,,,,,,,
1.46E+04,0.10449,8.51E+03,0.96201,,,,,,,,,,,,,,,,,,,,,
1.41E+04,0.11019,8.87E+03,0.9423,,,,,,,,,,,,,,,,,,,,,
1.36E+04,0.1142,9.22E+03,0.93918,,,,,,,,,,,,,,,,,,,,,
1.32E+04,0.081873,9.62E+03,0.9193,,,,,,,,,,,,,,,,,,,,,
1.28E+04,0.087348,1.00E+04,0.90366,,,,,,,,,,,,,,,,,,,,,
1.23E+04,0.099413,1.04E+04,0.9227,,,,,,,,,,,,,,,,,,,,,
1.20E+04,0.05751,1.08E+04,0.89572,,,,,,,,,,,,,,,,,,,,,
1.16E+04,0.07331,1.13E+04,0.89736,,,,,,,,,,,,,,,,,,,,,
1.12E+04,0.069728,1.19E+04,0.83971,,,,,,,,,,,,,,,,,,,,,
1.08E+04,0.061601,1.23E+04,0.83758,,,,,,,,,,,,,,,,,,,,,
1.05E+04,0.076201,1.28E+04,0.85163,,,,,,,,,,,,,,,,,,,,,
1.02E+04,0.041614,1.33E+04,0.8404,,,,,,,,,,,,,,,,,,,,,
9.79E+03,0.073006,1.40E+04,0.80031,,,,,,,,,,,,,,,,,,,,,
9.61E+03,0.0070769,1.45E+04,0.82325,,,,,,,,,,,,,,,,,,,,,
9.22E+03,0.047614,1.53E+04,0.74987,,,,,,,,,,,,,,,,,,,,,
8.93E+03,0.044588,1.60E+04,0.7304,,,,,,,,,,,,,,,,,,,,,
8.64E+03,0.04784,1.66E+04,0.7281,,,,,,,,,,,,,,,,,,,,,
8.37E+03,0.044204,1.75E+04,0.66925,,,,,,,,,,,,,,,,,,,,,
8.18E+03,0.0043568,1.82E+04,0.67205,,,,,,,,,,,,,,,,,,,,,
7.90E+03,0.021102,1.89E+04,0.68443,,,,,,,,,,,,,,,,,,,,,
7.64E+03,0.024619,1.99E+04,0.64026,,,,,,,,,,,,,,,,,,,,,
7.38E+03,0.039579,2.06E+04,0.66853,,,,,,,,,,,,,,,,,,,,,
7.18E+03,0.02103,2.17E+04,0.61528,,,,,,,,,,,,,,,,,,,,,
6.90E+03,0.059536,2.25E+04,0.64754,,,,,,,,,,,,,,,,,,,,,
6.66E+03,0.077844,2.35E+04,0.61935,,,,,,,,,,,,,,,,,,,,,
6.51E+03,0.04163,5.68E+02,0.1187,,,,,,,,,,,,,,,,,,,,,
6.27E+03,0.073411,6.03E+02,0,,,,,,,,,,,,,,,,,,,,,
6.09E+03,0.066461,5.64E+02,0.35611,,,,,,,,,,,,,,,,,,,,,
5.85E+03,0.1043,6.29E+02,0.049147,,,,,,,,,,,,,,,,,,,,,
5.70E+03,0.088771,5.93E+02,0.38142,,,,,,,,,,,,,,,,,,,,,
5.52E+03,0.09564,6.50E+02,0.13659,,,,,,,,,,,,,,,,,,,,,
5.31E+03,0.12865,6.23E+02,0.41156,,,,,,,,,,,,,,,,,,,,,
5.21E+03,0.08486,6.63E+02,0.27907,,,,,,,,,,,,,,,,,,,,,
5.03E+03,0.10532,6.28E+02,0.61024,,,,,,,,,,,,,,,,,,,,,
4.85E+03,0.12939,6.94E+02,0.32435,,,,,,,,,,,,,,,,,,,,,
4.71E+03,0.12782,7.08E+02,0.35949,,,,,,,,,,,,,,,,,,,,,
4.54E+03,0.15593,7.55E+02,0.21655,,,,,,,,,,,,,,,,,,,,,
4.43E+03,0.12889,6.79E+02,0.77259,,,,,,,,,,,,,,,,,,,,,
4.27E+03,0.1591,7.33E+02,0.57511,,,,,,,,,,,,,,,,,,,,,
4.18E+03,0.12699,7.99E+02,0.3381,,,,,,,,,,,,,,,,,,,,,
4.00E+03,0.18315,7.95E+02,0.48076,,,,,,,,,,,,,,,,,,,,,
3.90E+03,0.16704,7.88E+02,0.64373,,,,,,,,,,,,,,,,,,,,,
3.75E+03,0.20515,8.10E+02,0.65316,,,,,,,,,,,,,,,,,,,,,
3.65E+03,0.1941,8.41E+02,0.61947,,,,,,,,,,,,,,,,,,,,,
3.52E+03,0.22451,8.61E+02,0.64714,,,,,,,,,,,,,,,,,,,,,
3.38E+03,0.26235,8.80E+02,0.68301,,,,,,,,,,,,,,,,,,,,,
3.28E+03,0.27033,9.36E+02,0.54288,,,,,,,,,,,,,,,,,,,,,
3.12E+03,0.35121,9.20E+02,0.75401,,,,,,,,,,,,,,,,,,,,,
3.09E+03,0.28177,9.35E+02,0.81855,,,,,,,,,,,,,,,,,,,,,
2.97E+03,0.32051,9.97E+02,0.66457,,,,,,,,,,,,,,,,,,,,,
2.85E+03,0.35376,1.00E+03,0.79042,,,,,,,,,,,,,,,,,,,,,
2.84E+03,0.26794,1.03E+03,0.80905,,,,,,,,,,,,,,,,,,,,,
2.71E+03,0.3329,1.07E+03,0.78286,,,,,,,,,,,,,,,,,,,,,
2.58E+03,0.40715,1.12E+03,0.67407,,,,,,,,,,,,,,,,,,,,,
2.49E+03,0.42559,1.13E+03,0.78177,,,,,,,,,,,,,,,,,,,,,
2.48E+03,0.3445,1.12E+03,1,,,,,,,,,,,,,,,,,,,,,
2.37E+03,0.40815,1.20E+03,0.82395,,,,,,,,,,,,,,,,,,,,,
2.30E+03,0.41537,1.23E+03,0.83929,,,,,,,,,,,,,,,,,,,,,
2.25E+03,0.38856,1.24E+03,0.938,,,,,,,,,,,,,,,,,,,,,
2.14E+03,0.45725,1.31E+03,0.83369,,,,,,,,,,,,,,,,,,,,,
2.10E+03,0.4358,1.34E+03,0.88165,,,,,,,,,,,,,,,,,,,,,
2.01E+03,0.48797,1.38E+03,0.8818,,,,,,,,,,,,,,,,,,,,,
1.92E+03,0.53629,1.45E+03,0.79899,,,,,,,,,,,,,,,,,,,,,
1.84E+03,0.59612,1.50E+03,0.78432,,,,,,,,,,,,,,,,,,,,,
1.77E+03,0.62386,1.52E+03,0.88672,,,,,,,,,,,,,,,,,,,,,
1.76E+03,0.54353,1.54E+03,0.96889,,,,,,,,,,,,,,,,,,,,,
1.73E+03,0.51844,1.64E+03,0.82744,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.57132,1.66E+03,0.91742,,,,,,,,,,,,,,,,,,,,,
1.59E+03,0.61849,1.76E+03,0.79663,,,,,,,,,,,,,,,,,,,,,
1.60E+03,0.50726,1.78E+03,0.90029,,,,,,,,,,,,,,,,,,,,,
1.51E+03,0.59419,1.93E+03,0.65041,,,,,,,,,,,,,,,,,,,,,
1.45E+03,0.6388,1.91E+03,0.87112,,,,,,,,,,,,,,,,,,,,,
1.36E+03,0.74372,1.99E+03,0.81408,,,,,,,,,,,,,,,,,,,,,
1.41E+03,0.55092,2.05E+03,0.8474,,,,,,,,,,,,,,,,,,,,,
1.34E+03,0.63422,2.24E+03,0.53244,,,,,,,,,,,,,,,,,,,,,
1.30E+03,0.64098,2.29E+03,0.59509,,,,,,,,,,,,,,,,,,,,,
1.19E+03,0.81014,2.29E+03,0.7649,,,,,,,,,,,,,,,,,,,,,
1.16E+03,0.80863,2.40E+03,0.69815,,,,,,,,,,,,,,,,,,,,,
1.10E+03,0.88632,2.46E+03,0.74177,,,,,,,,,,,,,,,,,,,,,
1.12E+03,0.76698,2.52E+03,0.78838,,,,,,,,,,,,,,,,,,,,,
1.05E+03,0.87676,2.63E+03,0.74094,,,,,,,,,,,,,,,,,,,,,
1.03E+03,0.83171,2.79E+03,0.58404,,,,,,,,,,,,,,,,,,,,,
1.00E+03,0.84092,2.85E+03,0.66019,,,,,,,,,,,,,,,,,,,,,
9.61E+02,0.88372,2.98E+03,0.59255,,,,,,,,,,,,,,,,,,,,,
9.25E+02,0.91569,3.11E+03,0.5363,,,,,,,,,,,,,,,,,,,,,
9.13E+02,0.87373,3.21E+03,0.55262,,,,,,,,,,,,,,,,,,,,,
8.51E+02,1,3.32E+03,0.56096,,,,,,,,,,,,,,,,,,,,,
8.35E+02,0.9753,3.43E+03,0.56213,,,,,,,,,,,,,,,,,,,,,
1.81E+04,0.62861,3.59E+03,0.4906,,,,,,,,,,,,,,,,,,,,,
1.74E+04,0.63685,3.65E+03,0.60138,,,,,,,,,,,,,,,,,,,,,
1.68E+04,0.58111,3.82E+03,0.53577,,,,,,,,,,,,,,,,,,,,,
1.61E+04,0.61633,3.97E+03,0.50807,,,,,,,,,,,,,,,,,,,,,
1.57E+04,0.53876,4.18E+03,0.40457,,,,,,,,,,,,,,,,,,,,,
1.50E+04,0.56777,4.22E+03,0.56186,,,,,,,,,,,,,,,,,,,,,
1.48E+04,0.66355,4.43E+03,0.46863,,,,,,,,,,,,,,,,,,,,,
1.39E+04,0.58121,4.54E+03,0.53528,,,,,,,,,,,,,,,,,,,,,
1.34E+04,0.55968,4.71E+03,0.52483,,,,,,,,,,,,,,,,,,,,,
1.28E+04,0.59235,4.86E+03,0.55496,,,,,,,,,,,,,,,,,,,,,
1.23E+04,0.61679,5.09E+03,0.47838,,,,,,,,,,,,,,,,,,,,,
1.19E+04,0.58519,5.22E+03,0.56265,,,,,,,,,,,,,,,,,,,,,
1.14E+04,0.5932,5.42E+03,0.54737,,,,,,,,,,,,,,,,,,,,,
1.11E+04,0.56208,5.68E+03,0.46594,,,,,,,,,,,,,,,,,,,,,
1.06E+04,0.57452,5.88E+03,0.47485,,,,,,,,,,,,,,,,,,,,,
1.02E+04,0.63143,6.06E+03,0.52006,,,,,,,,,,,,,,,,,,,,,
9.85E+03,0.58835,6.25E+03,0.55873,,,,,,,,,,,,,,,,,,,,,
9.51E+03,0.57966,6.53E+03,0.50654,,,,,,,,,,,,,,,,,,,,,
9.25E+03,0.52469,6.71E+03,0.57765,,,,,,,,,,,,,,,,,,,,,
8.82E+03,0.59208,6.96E+03,0.58566,,,,,,,,,,,,,,,,,,,,,
8.48E+03,0.60693,7.29E+03,0.5121,,,,,,,,,,,,,,,,,,,,,
8.17E+03,0.61431,7.54E+03,0.53703,,,,,,,,,,,,,,,,,,,,,
7.93E+03,0.57698,7.77E+03,0.60357,,,,,,,,,,,,,,,,,,,,,
7.54E+03,0.6613,8.01E+03,0.66203,,,,,,,,,,,,,,,,,,,,,
7.37E+03,0.5919,8.40E+03,0.58209,,,,,,,,,,,,,,,,,,,,,
7.05E+03,0.63479,8.75E+03,0.56129,,,,,,,,,,,,,,,,,,,,,
6.80E+03,0.643,9.09E+03,0.5631,,,,,,,,,,,,,,,,,,,,,
6.58E+03,0.63091,9.41E+03,0.59906,,,,,,,,,,,,,,,,,,,,,
6.31E+03,0.66269,9.76E+03,0.61325,,,,,,,,,,,,,,,,,,,,,
6.11E+03,0.64939,5.25E+02,1,,,,,,,,,,,,,,,,,,,,,
5.90E+03,0.64767,6.00E+02,0.64816,,,,,,,,,,,,,,,,,,,,,
5.71E+03,0.63554,5.98E+02,0.75167,,,,,,,,,,,,,,,,,,,,,
5.45E+03,0.70176,6.52E+02,0.55678,,,,,,,,,,,,,,,,,,,,,
5.29E+03,0.67326,6.55E+02,0.63395,,,,,,,,,,,,,,,,,,,,,
5.00E+03,0.79203,6.52E+02,0.74416,,,,,,,,,,,,,,,,,,,,,
4.89E+03,0.72495,7.00E+02,0.59824,,,,,,,,,,,,,,,,,,,,,
4.62E+03,0.83753,6.91E+02,0.73851,,,,,,,,,,,,,,,,,,,,,
4.49E+03,0.80975,7.30E+02,0.64656,,,,,,,,,,,,,,,,,,,,,
4.36E+03,0.7887,7.67E+02,0.57321,,,,,,,,,,,,,,,,,,,,,
4.21E+03,0.79596,7.61E+02,0.69866,,,,,,,,,,,,,,,,,,,,,
4.00E+03,0.88341,7.80E+02,0.71202,,,,,,,,,,,,,,,,,,,,,
3.89E+03,0.84695,7.90E+02,0.76839,,,,,,,,,,,,,,,,,,,,,
3.70E+03,0.9337,8.45E+02,0.63029,,,,,,,,,,,,,,,,,,,,,
3.62E+03,0.87663,8.87E+02,0.55898,,,,,,,,,,,,,,,,,,,,,
3.49E+03,0.88144,9.26E+02,0.50692,,,,,,,,,,,,,,,,,,,,,
3.34E+03,0.92987,9.38E+02,0.56286,,,,,,,,,,,,,,,,,,,,,
3.26E+03,0.88862,9.56E+02,0.59777,,,,,,,,,,,,,,,,,,,,,
3.09E+03,0.98585,1.07E+03,0.30771,,,,,,,,,,,,,,,,,,,,,
3.08E+03,0.84319,1.03E+03,0.52806,,,,,,,,,,,,,,,,,,,,,
2.88E+03,1,1.03E+03,0.64583,,,,,,,,,,,,,,,,,,,,,
2.83E+03,0.9242,1.11E+03,0.47139,,,,,,,,,,,,,,,,,,,,,
2.74E+03,0.93107,1.14E+03,0.48593,,,,,,,,,,,,,,,,,,,,,
2.68E+03,0.88429,1.13E+03,0.62554,,,,,,,,,,,,,,,,,,,,,
2.57E+03,0.92243,1.26E+03,0.33259,,,,,,,,,,,,,,,,,,,,,
2.49E+03,0.9179,1.27E+03,0.4143,,,,,,,,,,,,,,,,,,,,,
2.48E+03,0.78716,1.33E+03,0.34259,,,,,,,,,,,,,,,,,,,,,
2.33E+03,0.91671,1.33E+03,0.44516,,,,,,,,,,,,,,,,,,,,,
2.32E+03,0.80827,1.37E+03,0.43513,,,,,,,,,,,,,,,,,,,,,
2.21E+03,0.87365,1.47E+03,0.28369,,,,,,,,,,,,,,,,,,,,,
2.16E+03,0.83252,1.54E+03,0.20616,,,,,,,,,,,,,,,,,,,,,
2.13E+03,0.75315,1.57E+03,0.26166,,,,,,,,,,,,,,,,,,,,,
2.00E+03,0.88588,1.57E+03,0.3597,,,,,,,,,,,,,,,,,,,,,
1.98E+03,0.79318,1.67E+03,0.23658,,,,,,,,,,,,,,,,,,,,,
1.93E+03,0.77481,1.76E+03,0.1404,,,,,,,,,,,,,,,,,,,,,
1.87E+03,0.78194,1.79E+03,0.19883,,,,,,,,,,,,,,,,,,,,,
1.86E+03,0.66428,1.83E+03,0.22418,,,,,,,,,,,,,,,,,,,,,
1.78E+03,0.71541,1.85E+03,0.30101,,,,,,,,,,,,,,,,,,,,,
1.72E+03,0.73717,2.05E+03,0,,,,,,,,,,,,,,,,,,,,,
1.71E+03,0.63141,2.00E+03,0.23187,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.65525,2.07E+03,0.21096,,,,,,,,,,,,,,,,,,,,,
1.60E+03,0.64826,2.19E+03,0.10608,,,,,,,,,,,,,,,,,,,,,
1.58E+03,0.58897,2.20E+03,0.20333,,,,,,,,,,,,,,,,,,,,,
1.54E+03,0.56852,2.28E+03,0.18525,,,,,,,,,,,,,,,,,,,,,
1.49E+03,0.56609,2.37E+03,0.15586,,,,,,,,,,,,,,,,,,,,,
1.47E+03,0.50645,2412,0.20182,,,,,,,,,,,,,,,,,,,,,
1.49E+03,0.36721,2500,0.17821,,,,,,,,,,,,,,,,,,,,,
1.40E+03,0.47557,2629,0.091068,,,,,,,,,,,,,,,,,,,,,
1.35E+03,0.49122,2667,0.16247,,,,,,,,,,,,,,,,,,,,,
1317,0.47842,2766,0.13668,,,,,,,,,,,,,,,,,,,,,
1353,0.27847,2891,0.076104,,,,,,,,,,,,,,,,,,,,,
1277,0.37815,2952,0.12094,,,,,,,,,,,,,,,,,,,,,
1223,0.42646,3009,0.17542,,,,,,,,,,,,,,,,,,,,,
1208,0.36745,3140,0.12223,,,,,,,,,,,,,,,,,,,,,
1229,0.20937,3232,0.13303,,,,,,,,,,,,,,,,,,,,,
1165,0.29249,3347,0.11585,,,,,,,,,,,,,,,,,,,,,
1154,0.22742,3444,0.12941,,,,,,,,,,,,,,,,,,,,,
1109,0.2642,3536,0.15447,,,,,,,,,,,,,,,,,,,,,
1103,0.18744,3629,0.18264,,,,,,,,,,,,,,,,,,,,,
1083,0.15423,3718,0.22061,,,,,,,,,,,,,,,,,,,,,
1069,0.10477,3872,0.17835,,,,,,,,,,,,,,,,,,,,,
1042,0.096422,4012,0.16149,,,,,,,,,,,,,,,,,,,,,
999,0.14098,4162,0.13898,,,,,,,,,,,,,,,,,,,,,
1011,0.014977,4287,0.15307,,,,,,,,,,,,,,,,,,,,,
972,0.050789,4359,0.23529,,,,,,,,,,,,,,,,,,,,,
961,0,4537,0.1974,,,,,,,,,,,,,,,,,,,,,
892,0.14438,4689,0.19697,,,,,,,,,,,,,,,,,,,,,
24825,0.75602,4765,0.28789,,,,,,,,,,,,,,,,,,,,,
23776,0.75525,4891,0.32734,,,,,,,,,,,,,,,,,,,,,
22821,0.74545,5082,0.30107,,,,,,,,,,,,,,,,,,,,,
21844,0.75008,5263,0.29354,,,,,,,,,,,,,,,,,,,,,
20896,0.75863,5507,0.22885,,,,,,,,,,,,,,,,,,,,,
20123,0.73776,5576,0.35019,,,,,,,,,,,,,,,,,,,,,
19160,0.76948,5744,0.37625,,,,,,,,,,,,,,,,,,,,,
18516,0.73573,5962,0.35957,,,,,,,,,,,,,,,,,,,,,
17713,0.74821,568,0.1187,,,,,,,,,,,,,,,,,,,,,
16851,0.78538,603,0,,,,,,,,,,,,,,,,,,,,,
16149,0.79135,564,0.35611,,,,,,,,,,,,,,,,,,,,,
15383,0.82366,629,0.049147,,,,,,,,,,,,,,,,,,,,,
14780,0.82019,593,0.38142,,,,,,,,,,,,,,,,,,,,,
14239,0.80662,650,0.13659,,,,,,,,,,,,,,,,,,,,,
13605,0.82785,623,0.41156,,,,,,,,,,,,,,,,,,,,,
13058,0.83128,663,0.27907,,,,,,,,,,,,,,,,,,,,,
12521,0.83928,628,0.61024,,,,,,,,,,,,,,,,,,,,,
12254,0.76788,694,0.32435,,,,,,,,,,,,,,,,,,,,,
11365,0.90737,708,0.35949,,,,,,,,,,,,,,,,,,,,,
10969,0.89133,755,0.21655,,,,,,,,,,,,,,,,,,,,,
10500,0.90785,679,0.77259,,,,,,,,,,,,,,,,,,,,,
10025,0.93458,733,0.57511,,,,,,,,,,,,,,,,,,,,,
9692,0.91456,799,0.3381,,,,,,,,,,,,,,,,,,,,,
9.25E+03,0.94222,795,0.48076,,,,,,,,,,,,,,,,,,,,,
8.85E+03,0.96289,788,0.64373,,,,,,,,,,,,,,,,,,,,,
8.59E+03,0.92992,810,0.65316,,,,,,,,,,,,,,,,,,,,,
8.18E+03,0.96713,841,0.61947,,,,,,,,,,,,,,,,,,,,,
7.90E+03,0.95864,861,0.64714,,,,,,,,,,,,,,,,,,,,,
7.56E+03,0.97885,880,0.68301,,,,,,,,,,,,,,,,,,,,,
7.23E+03,1,936,0.54288,,,,,,,,,,,,,,,,,,,,,
6.99E+03,0.98604,920,0.75401,,,,,,,,,,,,,,,,,,,,,
6.75E+03,0.97701,935,0.81855,,,,,,,,,,,,,,,,,,,,,
6.49E+03,0.97977,997,0.66457,,,,,,,,,,,,,,,,,,,,,
6.26E+03,0.97634,1000,0.79042,,,,,,,,,,,,,,,,,,,,,
6.07E+03,0.9573,1027,0.80905,,,,,,,,,,,,,,,,,,,,,
5.86E+03,0.94862,1065,0.78286,,,,,,,,,,,,,,,,,,,,,
5.61E+03,0.97322,1124,0.67407,,,,,,,,,,,,,,,,,,,,,
5.40E+03,0.97705,1133,0.78177,,,,,,,,,,,,,,,,,,,,,
5.19E+03,0.98357,1117,1,,,,,,,,,,,,,,,,,,,,,
5.04E+03,0.96089,1195,0.82395,,,,,,,,,,,,,,,,,,,,,
4.89E+03,0.94758,1229,0.83929,,,,,,,,,,,,,,,,,,,,,
4.72E+03,0.94342,1243,0.938,,,,,,,,,,,,,,,,,,,,,
4.61E+03,0.9052,1310,0.83369,,,,,,,,,,,,,,,,,,,,,
4.44E+03,0.9087,1339,0.88165,,,,,,,,,,,,,,,,,,,,,
4.32E+03,0.88502,1382,0.8818,,,,,,,,,,,,,,,,,,,,,
4.12E+03,0.91805,1450,0.79899,,,,,,,,,,,,,,,,,,,,,
4.01E+03,0.90027,1501,0.78432,,,,,,,,,,,,,,,,,,,,,
3.86E+03,0.90583,1519,0.88672,,,,,,,,,,,,,,,,,,,,,
3.75E+03,0.89049,1544,0.96889,,,,,,,,,,,,,,,,,,,,,
3.65E+03,0.86599,1638,0.82744,,,,,,,,,,,,,,,,,,,,,
3.55E+03,0.84353,1663,0.91742,,,,,,,,,,,,,,,,,,,,,
3.39E+03,0.87622,1757,0.79663,,,,,,,,,,,,,,,,,,,,,
3.36E+03,0.81189,1780,0.90029,,,,,,,,,,,,,,,,,,,,,
3.21E+03,0.838,1926,0.65041,,,,,,,,,,,,,,,,,,,,,
3.15E+03,0.79963,1910,0.87112,,,,,,,,,,,,,,,,,,,,,
3.06E+03,0.78922,1994,0.81408,,,,,,,,,,,,,,,,,,,,,
3.01E+03,0.74155,2048,0.8474,,,,,,,,,,,,,,,,,,,,,
2.89E+03,0.75833,2240,0.53244,,,,,,,,,,,,,,,,,,,,,
2.81E+03,0.74454,2288,0.59509,,,,,,,,,,,,,,,,,,,,,
2.73E+03,0.73148,2294,0.7649,,,,,,,,,,,,,,,,,,,,,
2.64E+03,0.73517,2399,0.69815,,,,,,,,,,,,,,,,,,,,,
2.61E+03,0.67966,2461,0.74177,,,,,,,,,,,,,,,,,,,,,
2.59E+03,0.62417,2524,0.78838,,,,,,,,,,,,,,,,,,,,,
2.50E+03,0.62837,2631,0.74094,,,,,,,,,,,,,,,,,,,,,
2.38E+03,0.6697,2794,0.58404,,,,,,,,,,,,,,,,,,,,,
2.34E+03,0.63393,2852,0.66019,,,,,,,,,,,,,,,,,,,,,
2.29E+03,0.60498,2983,0.59255,,,,,,,,,,,,,,,,,,,,,
2.24E+03,0.58708,3114,0.5363,,,,,,,,,,,,,,,,,,,,,
2.16E+03,0.59015,3212,0.55262,,,,,,,,,,,,,,,,,,,,,
2.15E+03,0.53272,3318,0.56096,,,,,,,,,,,,,,,,,,,,,
2.08E+03,0.53424,3432,0.56213,,,,,,,,,,,,,,,,,,,,,
2.05E+03,0.50002,3592,0.4906,,,,,,,,,,,,,,,,,,,,,
1.98E+03,0.50127,3652,0.60138,,,,,,,,,,,,,,,,,,,,,
1.94E+03,0.47792,3819,0.53577,,,,,,,,,,,,,,,,,,,,,
1.91E+03,0.45274,3970,0.50807,,,,,,,,,,,,,,,,,,,,,
1.84E+03,0.46113,4176,0.40457,,,,,,,,,,,,,,,,,,,,,
1.82E+03,0.4171,4220,0.56186,,,,,,,,,,,,,,,,,,,,,
1.81E+03,0.36529,4432,0.46863,,,,,,,,,,,,,,,,,,,,,
1.71E+03,0.42727,4544,0.53528,,,,,,,,,,,,,,,,,,,,,
1.70E+03,0.37837,4714,0.52483,,,,,,,,,,,,,,,,,,,,,
1.66E+03,0.36704,4862,0.55496,,,,,,,,,,,,,,,,,,,,,
1.65E+03,0.31569,5094,0.47838,,,,,,,,,,,,,,,,,,,,,
1.62E+03,0.28614,5215,0.56265,,,,,,,,,,,,,,,,,,,,,
1.54E+03,0.33238,5417,0.54737,,,,,,,,,,,,,,,,,,,,,
1.50E+03,0.32732,5680,0.46594,,,,,,,,,,,,,,,,,,,,,
1.51E+03,0.26035,5881,0.47485,,,,,,,,,,,,,,,,,,,,,
